,node1,node2,gender1,gender2,grt,score,biscore
13290,214,217,1,1,1,[0.82592523],1
13291,170,208,2,2,1,[0.881016],1
13292,373,439,1,1,1,[0.7207306],0
13293,346,627,2,2,1,[0.88185],1
13294,37,95,2,1,0,[0.8485115],1
13295,260,818,1,2,0,[0.7209212],0
13296,232,417,1,1,1,[0.8745829],1
13297,41,471,1,1,1,[0.83577126],1
13298,694,798,1,1,0,[0.75616676],0
13299,696,814,2,2,0,[0.7592612],0
13300,267,469,1,1,1,[0.7979297],1
13301,535,544,1,1,1,[0.80398977],1
13302,332,959,1,2,0,[0.67513597],0
13303,41,465,1,1,1,[0.82426757],1
13304,103,417,1,1,1,[0.8636903],1
13305,134,221,1,2,0,[0.75713086],0
13306,199,601,1,2,1,[0.887963],1
13307,205,528,2,1,1,[0.87689644],1
13308,208,445,2,2,1,[0.8687102],1
13309,357,798,2,1,0,[0.7937245],1
13310,488,493,2,2,1,[0.74194944],0
13311,27,235,1,2,1,[0.7985714],1
13312,757,803,1,2,0,[0.536665],0
13313,273,921,2,1,0,[0.78660506],1
13314,513,852,2,2,0,[0.5801343],0
13315,420,1011,2,2,1,[0.5862794],0
13316,580,776,2,2,1,[0.813887],1
13317,425,482,1,2,0,[0.794271],1
13318,73,252,2,1,0,[0.80835587],1
13319,655,780,2,1,0,[0.65034384],0
13320,401,429,1,1,1,[0.85228306],1
13321,103,662,1,1,1,[0.8273595],1
13322,363,454,2,2,0,[0.7695051],1
13323,272,432,2,1,0,[0.7727592],1
13324,332,628,1,1,1,[0.85222054],1
13325,4,311,1,1,1,[0.8150008],1
13326,54,513,2,2,1,[0.7361412],0
13327,372,990,2,2,0,[0.59968406],0
13328,14,47,1,1,1,[0.7252629],0
13329,413,861,1,2,0,[0.65841204],0
13330,200,669,1,1,0,[0.80148184],1
13331,613,1015,2,1,0,[0.61605334],0
13332,85,403,2,2,1,[0.8343279],1
13333,138,541,2,2,1,[0.8213994],1
13334,36,627,2,2,1,[0.8751566],1
13335,169,394,2,2,1,[0.8735119],1
13336,24,520,2,2,1,[0.8042048],1
13337,812,841,2,1,0,[0.654895],0
13338,606,982,2,2,0,[0.5957041],0
13339,22,1040,1,2,0,[0.6847331],0
13340,392,559,2,2,0,[0.7189716],0
13341,491,738,2,1,0,[0.7256908],0
13342,281,510,1,1,1,[0.6929314],0
13343,6,118,2,2,1,[0.8785409],1
13344,253,332,1,1,1,[0.845523],1
13345,241,941,1,1,1,[0.72799414],0
13346,377,384,1,1,1,[0.8786679],1
13347,63,377,2,1,0,[0.8150066],1
13348,334,506,1,1,1,[0.84077615],1
13349,94,152,1,1,1,[0.76042473],0
13350,87,542,2,1,1,[0.85691446],1
13351,107,397,1,1,1,[0.8577556],1
13352,407,705,2,2,1,[0.90929544],1
13353,157,1008,2,2,0,[0.6913421],0
13354,369,717,1,1,1,[0.81012],1
13355,80,458,1,1,1,[0.8570295],1
13356,56,442,1,2,0,[0.75684655],0
13357,185,638,2,2,1,[0.8644907],1
13358,200,232,1,1,0,[0.8345988],1
13359,179,271,1,1,1,[0.830156],1
13360,80,298,1,1,1,[0.82235783],1
13361,231,365,1,1,1,[0.8296716],1
13362,625,913,2,2,1,[0.6202341],0
13363,443,868,2,2,0,[0.6640163],0
13364,681,994,2,2,0,[0.6636025],0
13365,229,364,1,2,1,[0.82017756],1
13366,251,528,2,1,1,[0.88394535],1
13367,148,307,1,2,1,[0.86535215],1
13368,179,323,1,1,0,[0.76596767],0
13369,268,675,1,2,1,[0.7293082],0
13370,78,1002,1,2,0,[0.64494544],0
13371,475,768,1,2,1,[0.6324451],0
13372,512,704,2,2,1,[0.6686395],0
13373,286,636,1,2,1,[0.82344425],1
13374,62,697,1,1,0,[0.7300152],0
13375,4,647,1,2,0,[0.7712547],1
13376,892,963,1,1,0,[0.5531425],0
13377,150,270,1,2,1,[0.8564955],1
13378,121,194,2,2,1,[0.8841232],1
13379,56,500,1,1,1,[0.7350475],0
13380,146,377,2,1,1,[0.852293],1
13381,13,687,2,2,0,[0.8057228],1
13382,526,814,1,2,0,[0.81858337],1
13383,287,317,1,1,0,[0.789336],1
13384,24,224,2,2,1,[0.84726363],1
13385,21,690,2,2,1,[0.89160967],1
13386,531,710,2,1,1,[0.73777986],0
13387,51,299,1,1,1,[0.80786234],1
13388,732,1004,1,2,1,[0.6116826],0
13389,7,756,1,2,0,[0.67514163],0
13390,232,690,1,2,1,[0.88316625],1
13391,173,372,1,2,1,[0.6744771],0
13392,112,615,2,2,0,[0.82442343],1
13393,118,134,2,1,1,[0.83374983],1
13394,507,721,2,1,0,[0.75221497],0
13395,511,807,1,1,0,[0.5805292],0
13396,518,556,2,2,0,[0.79768485],1
13397,335,888,2,2,0,[0.74289215],0
13398,359,638,2,2,1,[0.84063977],1
13399,95,729,1,2,0,[0.79745126],1
13400,274,846,2,1,1,[0.7308321],0
13401,111,277,2,2,0,[0.84047866],1
13402,227,543,2,2,1,[0.8006247],1
13403,75,444,2,2,1,[0.87223566],1
13404,362,1023,1,1,0,[0.62105715],0
13405,256,929,2,2,0,[0.7210987],0
13406,14,151,1,2,1,[0.7594646],0
13407,190,394,2,2,1,[0.89149106],1
13408,277,523,2,2,1,[0.9010195],1
13409,1,349,2,2,1,[0.8412179],1
13410,255,303,2,2,1,[0.8900985],1
13411,122,255,2,2,1,[0.8811773],1
13412,2,46,2,1,1,[0.71813977],0
13413,193,671,2,2,1,[0.80444056],1
13414,9,40,2,1,1,[0.70858914],0
13415,325,819,1,1,0,[0.73111784],0
13416,192,615,1,2,1,[0.8150416],1
13417,114,621,1,2,1,[0.84060776],1
13418,486,709,1,2,0,[0.81047237],1
13419,19,388,2,2,1,[0.713183],0
13420,573,697,2,1,0,[0.641843],0
13421,66,467,2,2,0,[0.82274526],1
13422,350,745,2,2,0,[0.7366218],0
13423,34,851,1,2,0,[0.62843406],0
13424,72,81,2,1,1,[0.8107259],1
13425,8,127,2,2,1,[0.8743095],1
13426,112,847,2,2,1,[0.77957517],1
13427,24,273,2,2,1,[0.8360912],1
13428,282,469,1,1,0,[0.71013606],0
13429,710,756,1,2,1,[0.6416163],0
13430,162,907,1,2,0,[0.67311406],0
13431,31,85,2,2,1,[0.780495],1
13432,764,965,1,2,0,[0.67087483],0
13433,870,1002,2,2,1,[0.4852559],0
13434,81,206,1,1,1,[0.8643555],1
13435,1,601,2,2,1,[0.8548332],1
13436,822,861,2,2,1,[0.56302226],0
13437,212,804,1,1,0,[0.77144146],1
13438,770,1028,2,1,0,[0.55201745],0
13439,442,912,2,2,0,[0.8047328],1
13440,204,683,1,2,0,[0.7758112],1
13441,107,113,1,2,1,[0.7951442],1
13442,32,247,1,1,1,[0.81130874],1
13443,127,458,2,1,1,[0.89986414],1
13444,60,494,2,1,1,[0.87609357],1
13445,150,256,1,2,0,[0.8188584],1
13446,133,577,2,2,1,[0.90952796],1
13447,516,562,1,1,1,[0.5670724],0
13448,27,555,1,2,0,[0.7842331],1
13449,301,642,1,2,0,[0.68561476],0
13450,48,230,2,2,1,[0.8308312],1
13451,747,882,2,2,0,[0.72239804],0
13452,230,445,2,2,1,[0.8550277],1
13453,230,305,2,1,1,[0.8297064],1
13454,394,415,2,2,1,[0.9197701],1
13455,87,224,2,2,1,[0.8494788],1
13456,667,782,1,1,1,[0.72609663],0
13457,315,650,2,2,1,[0.78224534],1
13458,9,426,2,2,1,[0.83600545],1
13459,511,975,1,2,0,[0.5075026],0
13460,825,948,2,2,0,[0.5988229],0
13461,42,1031,1,1,0,[0.6030828],0
13462,335,669,2,1,1,[0.7318568],0
13463,146,553,2,2,0,[0.7801321],1
13464,491,760,2,1,0,[0.6430643],0
13465,498,979,2,2,0,[0.69983816],0
13466,23,290,1,1,1,[0.79700005],1
13467,44,706,2,2,1,[0.83563906],1
13468,188,810,2,2,0,[0.83106077],1
13469,825,876,2,2,0,[0.63647836],0
13470,485,541,1,2,0,[0.78347725],1
13471,390,456,1,1,0,[0.78095853],1
13472,183,745,2,2,1,[0.7645477],0
13473,32,132,1,1,1,[0.7741278],1
13474,377,407,1,2,1,[0.90432954],1
13475,141,235,2,2,1,[0.8045009],1
13476,18,409,2,2,1,[0.6765651],0
13477,716,863,1,2,0,[0.5698552],0
13478,569,1025,2,2,0,[0.5832848],0
13479,311,742,1,1,0,[0.6883303],0
13480,90,415,2,2,0,[0.8316661],1
13481,144,207,2,1,0,[0.74873906],0
13482,29,507,1,2,0,[0.78139126],1
13483,236,641,1,1,1,[0.63588405],0
13484,363,915,2,2,0,[0.75705385],0
13485,327,788,2,1,0,[0.6543142],0
13486,91,622,2,2,0,[0.80290043],1
13487,632,871,1,2,0,[0.5967169],0
13488,112,489,2,1,1,[0.7604329],0
13489,672,860,2,2,0,[0.56485397],0
13490,111,543,2,2,1,[0.7894657],1
13491,899,929,2,2,0,[0.6745585],0
13492,593,920,2,2,0,[0.7227813],0
13493,248,555,2,2,1,[0.8022539],1
13494,958,1036,1,1,0,[0.48777294],0
13495,448,789,1,2,0,[0.67791796],0
13496,384,941,1,1,0,[0.79142696],1
13497,836,1005,1,2,0,[0.52038157],0
13498,63,578,2,2,0,[0.7553547],0
13499,280,683,2,2,1,[0.73990697],0
13500,296,534,2,2,1,[0.7615859],0
13501,10,141,2,2,1,[0.81794626],1
13502,346,398,2,1,0,[0.8550569],1
13503,445,793,2,2,0,[0.71960974],0
13504,204,598,1,2,0,[0.74949694],0
13505,117,877,2,2,0,[0.7700074],1
13506,102,528,2,1,1,[0.89638245],1
13507,369,392,1,2,0,[0.76811856],0
13508,14,217,1,1,1,[0.80228734],1
13509,128,442,2,2,1,[0.809481],1
13510,900,992,2,2,1,[0.5292081],0
13511,152,393,1,1,0,[0.7493063],0
13512,316,333,1,2,0,[0.8428977],1
13513,345,886,1,2,0,[0.63252074],0
13514,64,420,1,2,0,[0.67651826],0
13515,247,508,1,1,1,[0.86445844],1
13516,605,710,2,1,1,[0.7504348],0
13517,536,879,1,1,0,[0.8519417],1
13518,336,1036,2,1,0,[0.58508927],0
13519,482,888,2,2,0,[0.7584484],0
13520,172,218,1,1,0,[0.80217373],1
13521,418,489,1,1,1,[0.71919054],0
13522,298,604,1,2,1,[0.88168955],1
13523,234,242,1,2,0,[0.76992327],1
13524,156,620,1,1,1,[0.8389325],1
13525,47,526,1,1,1,[0.85457045],1
13526,534,793,2,2,0,[0.6178634],0
13527,165,325,1,1,0,[0.823382],1
13528,126,305,1,1,1,[0.8187733],1
13529,478,611,2,2,0,[0.6321931],0
13530,719,807,1,1,1,[0.578201],0
13531,70,176,1,2,1,[0.7851738],1
13532,291,330,1,1,1,[0.8457798],1
13533,19,709,2,2,0,[0.76352173],0
13534,277,690,2,2,1,[0.9002331],1
13535,179,247,1,1,1,[0.8321413],1
13536,622,639,2,2,1,[0.81592643],1
13537,172,832,1,2,0,[0.7788751],1
13538,487,601,2,2,0,[0.8714558],1
13539,21,746,2,1,1,[0.84025085],1
13540,15,33,2,2,1,[0.8540503],1
13541,256,836,2,1,0,[0.6978983],0
13542,782,964,1,2,0,[0.66356575],0
13543,33,426,2,2,1,[0.87674415],1
13544,481,493,2,2,1,[0.74767333],0
13545,16,153,2,1,1,[0.84447247],1
13546,204,486,1,1,1,[0.84276974],1
13547,141,923,2,2,1,[0.77524173],1
13548,220,309,2,1,1,[0.7938474],1
13549,219,748,2,1,0,[0.76221645],0
13550,834,923,1,2,0,[0.72042793],0
13551,70,577,1,2,1,[0.87401736],1
13552,70,386,1,1,1,[0.83971393],1
13553,497,968,2,2,0,[0.6580153],0
13554,109,229,1,1,1,[0.79821885],1
13555,15,788,2,1,0,[0.7346699],0
13556,135,555,2,2,0,[0.8112968],1
13557,49,394,2,2,1,[0.89386946],1
13558,284,604,2,2,1,[0.8866187],1
13559,421,738,2,1,1,[0.6820733],0
13560,284,697,2,1,0,[0.77068746],1
13561,840,878,2,2,0,[0.59662914],0
13562,50,471,1,1,0,[0.80581856],1
13563,642,904,2,1,0,[0.65472525],0
13564,150,574,1,2,1,[0.85622567],1
13565,128,347,2,1,1,[0.821568],1
13566,349,378,2,2,1,[0.85265243],1
13567,540,754,1,2,0,[0.5865491],0
13568,161,326,2,2,0,[0.76822513],0
13569,279,414,2,2,1,[0.79315645],1
13570,259,306,2,2,1,[0.8520743],1
13571,200,260,1,1,1,[0.82523215],1
13572,266,421,1,2,0,[0.79254615],1
13573,206,939,1,1,0,[0.7797206],1
13574,593,912,2,2,1,[0.84374326],1
13575,837,877,2,2,1,[0.6493612],0
13576,489,689,1,2,0,[0.5937734],0
13577,326,547,2,1,0,[0.6294695],0
13578,328,429,1,1,1,[0.87152576],1
13579,27,487,1,2,1,[0.8148054],1
13580,95,324,1,1,1,[0.8789696],1
13581,500,763,1,2,0,[0.69499356],0
13582,555,896,2,2,1,[0.751534],0
13583,48,148,2,1,1,[0.78777784],1
13584,18,505,2,2,1,[0.6682793],0
13585,115,616,2,1,1,[0.83511406],1
13586,11,798,2,1,0,[0.8117438],1
13587,40,103,1,1,1,[0.7510407],0
13588,51,255,1,2,1,[0.8416794],1
13589,107,187,1,1,1,[0.8047679],1
13590,755,927,2,2,1,[0.7877613],1
13591,43,202,1,2,1,[0.83894485],1
13592,152,616,1,1,1,[0.7955918],1
13593,75,913,2,2,0,[0.68439394],0
13594,104,467,1,2,0,[0.73624235],0
13595,392,940,2,2,1,[0.6497545],0
13596,382,690,2,2,1,[0.9041262],1
13597,510,684,1,1,1,[0.6237308],0
13598,126,356,1,1,1,[0.8632608],1
13599,85,993,2,2,1,[0.7235106],0
13600,315,753,2,1,0,[0.7415772],0
13601,15,452,2,1,1,[0.87106425],1
13602,97,829,1,1,0,[0.6303041],0
13603,43,694,1,1,1,[0.82848436],1
13604,252,620,1,1,1,[0.8160626],1
13605,636,872,2,1,1,[0.76419336],0
13606,316,720,1,2,1,[0.83686715],1
13607,179,486,1,1,1,[0.8483439],1
13608,335,676,2,2,1,[0.7099919],0
13609,80,190,1,2,1,[0.8328022],1
13610,105,209,2,2,1,[0.8561761],1
13611,473,582,1,2,0,[0.7875242],1
13612,85,333,2,2,1,[0.84878033],1
13613,76,1008,1,2,0,[0.60948604],0
13614,253,296,1,2,0,[0.80257386],1
13615,125,510,1,1,1,[0.67495275],0
13616,659,898,2,1,0,[0.5694425],0
13617,105,149,2,2,1,[0.8548287],1
13618,141,169,2,2,0,[0.78713435],1
13619,176,251,2,2,1,[0.86297435],1
13620,176,697,2,1,0,[0.7564561],0
13621,120,426,2,2,1,[0.8785346],1
13622,246,897,2,1,0,[0.6894194],0
13623,649,666,2,1,0,[0.6373258],0
13624,280,784,2,2,1,[0.63254803],0
13625,52,225,1,2,1,[0.76674294],0
13626,481,510,2,1,1,[0.69647026],0
13627,315,507,2,2,1,[0.8441608],1
13628,150,356,1,1,1,[0.86726314],1
13629,39,301,1,1,1,[0.7470288],0
13630,297,834,2,1,0,[0.67578834],0
13631,429,725,1,1,1,[0.86839134],1
13632,574,865,2,1,0,[0.7391755],0
13633,482,545,2,1,0,[0.6736854],0
13634,248,347,2,1,1,[0.8290757],1
13635,159,572,2,1,0,[0.6800268],0
13636,74,262,1,1,1,[0.8206134],1
13637,11,547,2,1,0,[0.74548364],0
13638,460,794,1,1,0,[0.57848567],0
13639,550,603,1,1,0,[0.6796536],0
13640,177,681,2,2,1,[0.6824102],0
13641,444,705,2,2,1,[0.89949995],1
13642,470,627,2,2,1,[0.85490376],1
13643,31,163,2,2,1,[0.76367],0
13644,503,616,2,1,0,[0.8010982],1
13645,468,597,2,1,1,[0.8759223],1
13646,60,743,2,1,0,[0.760612],0
13647,135,407,2,2,1,[0.8941215],1
13648,486,542,1,1,0,[0.8517786],1
13649,21,696,2,2,0,[0.8308113],1
13650,252,259,1,2,0,[0.8117704],1
13651,584,845,1,1,0,[0.5521617],0
13652,432,588,1,1,1,[0.6426738],0
13653,207,704,1,2,0,[0.7877096],1
13654,198,458,2,1,1,[0.86151195],1
13655,183,822,2,2,0,[0.65798163],0
13656,107,244,1,1,0,[0.82137096],1
13657,601,682,2,2,1,[0.89397806],1
13658,410,672,2,2,1,[0.706274],0
13659,451,575,1,1,0,[0.7436029],0
13660,586,987,2,2,0,[0.5694209],0
13661,220,352,2,2,1,[0.7987603],1
13662,275,528,1,1,1,[0.8548866],1
13663,553,622,2,2,0,[0.74653786],0
13664,133,444,2,2,1,[0.90356094],1
13665,575,602,1,1,0,[0.6364241],0
13666,440,673,1,2,0,[0.6643003],0
13667,377,641,1,1,0,[0.77311397],1
13668,147,223,1,1,1,[0.8177579],1
13669,432,560,1,2,0,[0.79984164],1
13670,328,574,1,2,1,[0.8765019],1
13671,233,861,2,2,0,[0.7164957],0
13672,102,850,2,1,0,[0.71344453],0
13673,363,621,2,2,0,[0.8284486],1
13674,349,351,2,2,0,[0.8221558],1
13675,183,198,2,2,0,[0.7943101],1
13676,165,174,1,2,0,[0.8008699],1
13677,221,382,2,2,0,[0.81797844],1
13678,482,729,2,2,1,[0.69671744],0
13679,652,721,1,1,1,[0.63326955],0
13680,472,1044,1,1,0,[0.5590625],0
13681,22,67,1,1,1,[0.7439185],0
13682,777,796,2,1,0,[0.48717755],0
13683,202,315,2,2,1,[0.8181431],1
13684,124,145,2,2,1,[0.7290145],0
13685,332,419,1,1,1,[0.8392588],1
13686,47,161,1,2,1,[0.77916694],1
13687,27,683,1,2,0,[0.7685779],0
13688,373,731,1,1,0,[0.7202914],0
13689,828,835,1,1,0,[0.56998366],0
13690,174,410,2,2,0,[0.74829227],0
13691,174,333,2,2,1,[0.7977446],1
13692,39,247,1,1,1,[0.806299],1
13693,4,668,1,1,0,[0.79247576],1
13694,695,828,2,1,1,[0.66542035],0
13695,858,964,1,2,0,[0.5469268],0
13696,429,617,1,2,0,[0.8147526],1
13697,869,877,2,2,0,[0.68546605],0
13698,56,782,1,1,1,[0.7269381],0
13699,355,356,1,1,1,[0.88798726],1
13700,150,303,1,2,1,[0.87053245],1
13701,771,863,1,2,0,[0.60001266],0
13702,388,523,2,2,0,[0.8272311],1
13703,138,193,2,2,1,[0.7858176],1
13704,194,682,2,2,1,[0.90058297],1
13705,101,291,1,1,1,[0.8281912],1
13706,279,558,2,2,1,[0.81537884],1
13707,397,484,1,1,0,[0.788231],1
13708,275,324,1,1,1,[0.8368649],1
13709,109,778,1,1,0,[0.6991336],0
13710,255,375,2,2,1,[0.8740063],1
13711,286,627,1,2,0,[0.845406],1
13712,824,1002,2,2,0,[0.5626526],0
13713,86,482,1,2,0,[0.7206254],0
13714,72,529,2,2,1,[0.8333946],1
13715,23,414,1,2,0,[0.7610946],0
13716,151,321,2,2,0,[0.7697708],1
13717,82,458,1,1,0,[0.828973],1
13718,390,662,1,1,1,[0.85305357],1
13719,25,371,2,2,1,[0.86738306],1
13720,105,274,2,2,1,[0.8246447],1
13721,27,639,1,2,1,[0.8293432],1
13722,78,672,1,2,0,[0.7268954],0
13723,57,819,2,1,0,[0.6630197],0
13724,89,529,2,2,0,[0.79994875],1
13725,281,755,1,2,1,[0.72109735],0
13726,237,728,1,2,0,[0.6026917],0
13727,338,713,1,2,0,[0.7806715],1
13728,118,645,2,2,1,[0.89116096],1
13729,73,816,2,2,0,[0.7033529],0
13730,222,596,1,1,1,[0.8660657],1
13731,232,596,1,1,1,[0.8669982],1
13732,721,984,1,2,0,[0.5463478],0
13733,491,499,2,2,0,[0.6963423],0
13734,578,1049,2,1,0,[0.5871654],0
13735,15,215,2,1,1,[0.8216424],1
13736,102,123,2,2,1,[0.8927156],1
13737,263,794,2,1,0,[0.7189297],0
13738,151,240,2,2,1,[0.8603359],1
13739,5,185,2,2,1,[0.8330995],1
13740,202,333,2,2,1,[0.82044506],1
13741,300,369,1,1,0,[0.80017763],1
13742,284,440,2,1,0,[0.7475944],0
13743,213,831,1,1,0,[0.60091186],0
13744,492,714,2,2,1,[0.7370737],0
13745,162,976,1,1,0,[0.5790369],0
13746,156,470,1,2,1,[0.8448778],1
13747,685,747,1,2,0,[0.70338506],0
13748,629,992,2,2,0,[0.6033499],0
13749,265,414,2,2,0,[0.7631065],0
13750,112,1046,2,1,0,[0.6859743],0
13751,220,235,2,2,1,[0.79443204],1
13752,490,570,1,1,1,[0.8298942],1
13753,137,272,2,2,1,[0.80893403],1
13754,303,371,2,2,1,[0.8790899],1
13755,175,899,2,2,0,[0.7958639],1
13756,146,874,2,2,0,[0.786204],1
13757,9,101,2,1,1,[0.7349625],0
13758,6,193,2,2,1,[0.81618476],1
13759,497,524,2,1,0,[0.70989287],0
13760,326,747,2,2,1,[0.7265772],0
13761,427,930,1,1,1,[0.6883203],0
13762,411,876,2,2,0,[0.70454645],0
13763,291,845,1,1,0,[0.7120896],0
13764,366,480,2,2,0,[0.8158688],1
13765,316,405,1,1,0,[0.853806],1
13766,203,378,2,2,1,[0.8087717],1
13767,324,952,1,2,0,[0.7138592],0
13768,502,933,1,2,0,[0.69333655],0
13769,41,405,1,1,1,[0.81186956],1
13770,52,791,1,2,0,[0.6582149],0
13771,514,621,2,2,1,[0.7949386],1
13772,13,233,2,2,1,[0.8218082],1
13773,67,232,1,1,1,[0.7968163],1
13774,617,651,2,2,1,[0.7410124],0
13775,51,422,1,2,0,[0.7571636],0
13776,470,594,2,2,1,[0.78445816],1
13777,81,597,1,1,1,[0.84357756],1
13778,474,647,1,2,0,[0.71691495],0
13779,346,616,2,1,1,[0.8389267],1
13780,554,963,1,1,0,[0.588548],0
13781,626,953,2,1,0,[0.66614705],0
13782,546,671,1,2,0,[0.8225811],1
13783,483,678,2,2,1,[0.7077877],0
13784,307,742,2,1,0,[0.7753773],1
13785,441,861,2,2,0,[0.618887],0
13786,28,930,2,1,0,[0.65139526],0
13787,780,993,1,2,0,[0.58028907],0
13788,52,447,1,2,0,[0.6895126],0
13789,557,664,2,2,0,[0.66111535],0
13790,306,362,2,1,0,[0.7911879],1
13791,557,855,2,2,0,[0.6770696],0
13792,280,410,2,2,1,[0.7321871],0
13793,848,1020,2,2,0,[0.52719975],0
13794,72,468,2,2,1,[0.8959589],1
13795,515,990,2,2,1,[0.6221553],0
13796,430,467,2,2,0,[0.70048237],0
13797,25,40,2,1,0,[0.7844381],1
13798,4,514,1,2,1,[0.7913795],1
13799,398,621,1,2,1,[0.8206462],1
13800,10,108,2,2,1,[0.8260422],1
13801,8,303,2,2,1,[0.8923988],1
13802,85,395,2,2,1,[0.7695536],1
13803,114,331,1,1,1,[0.8523552],1
13804,218,779,1,2,0,[0.7107498],0
13805,777,1045,2,2,0,[0.47639203],0
13806,16,493,2,2,0,[0.7981959],1
13807,104,542,1,1,0,[0.82061565],1
13808,5,487,2,2,1,[0.82124406],1
13809,168,305,1,1,1,[0.8348952],1
13810,78,713,1,2,1,[0.7759184],1
13811,405,900,1,2,0,[0.64622957],0
13812,722,752,1,2,0,[0.6845463],0
13813,119,332,2,1,1,[0.8133831],1
13814,13,620,2,1,1,[0.83764905],1
13815,414,1027,2,2,0,[0.6132475],0
13816,363,645,2,2,0,[0.87057245],1
13817,61,223,1,1,1,[0.8162331],1
13818,92,273,1,2,0,[0.7788087],1
13819,489,929,1,2,0,[0.616043],0
13820,224,682,2,2,0,[0.8748203],1
13821,158,969,2,2,0,[0.73796046],0
13822,62,465,1,1,1,[0.82269305],1
13823,53,246,2,2,1,[0.70467955],0
13824,665,833,2,1,1,[0.71699274],0
13825,346,593,2,2,1,[0.85846645],1
13826,24,908,2,2,0,[0.70112354],0
13827,427,762,1,2,0,[0.6892602],0
13828,255,957,2,1,0,[0.7566944],0
13829,382,717,2,1,0,[0.8412201],1
13830,89,291,2,1,0,[0.8405386],1
13831,84,401,1,1,1,[0.8085965],1
13832,847,1015,2,1,0,[0.6477009],0
13833,416,604,1,2,1,[0.88686955],1
13834,200,631,1,1,0,[0.7729947],1
13835,127,284,2,2,1,[0.88857424],1
13836,4,440,1,1,0,[0.73191446],0
13837,197,265,1,2,1,[0.81319094],1
13838,218,620,1,1,1,[0.83762044],1
13839,524,715,1,1,0,[0.6110412],0
13840,97,278,1,1,1,[0.83867145],1
13841,327,750,2,2,0,[0.85319805],1
13842,930,1035,1,2,0,[0.49554023],0
13843,123,632,2,1,0,[0.7192485],0
13844,285,888,1,2,0,[0.8208951],1
13845,575,607,1,2,0,[0.6284929],0
13846,821,1039,1,2,0,[0.49256718],0
13847,187,854,1,1,1,[0.6919722],0
13848,233,547,2,1,0,[0.71017134],0
13849,320,700,2,2,1,[0.7104706],0
13850,233,600,2,2,1,[0.8118861],1
13851,100,161,2,2,1,[0.7478484],0
13852,266,365,1,1,1,[0.8478976],1
13853,758,1038,2,2,0,[0.49830738],0
13854,499,746,2,1,0,[0.7235966],0
13855,127,477,2,2,0,[0.775073],1
13856,424,518,1,2,1,[0.843342],1
13857,769,1022,1,2,1,[0.6334706],0
13858,938,984,2,2,0,[0.52355176],0
13859,839,907,1,2,0,[0.687871],0
13860,267,429,1,1,0,[0.8484233],1
13861,662,877,1,2,0,[0.73462176],0
13862,428,876,2,2,0,[0.72804034],0
13863,109,317,1,1,1,[0.8365575],1
13864,349,574,2,2,1,[0.88446087],1
13865,250,593,2,2,1,[0.8406747],1
13866,203,281,2,1,0,[0.74741787],0
13867,657,721,1,1,1,[0.59855074],0
13868,2,426,2,2,1,[0.8341149],1
13869,23,111,1,2,0,[0.77223736],1
13870,378,429,2,1,1,[0.853614],1
13871,105,156,2,1,1,[0.8479394],1
13872,285,904,1,1,0,[0.74743414],0
13873,101,208,1,2,1,[0.83994466],1
13874,357,849,2,1,0,[0.63435316],0
13875,35,287,1,1,0,[0.67204356],0
13876,822,860,2,2,1,[0.47905788],0
13877,203,306,2,2,1,[0.84128195],1
13878,228,961,2,2,0,[0.6774062],0
13879,106,152,1,1,1,[0.7918453],1
13880,44,174,2,2,1,[0.78855914],1
13881,52,148,1,1,1,[0.7319842],0
13882,491,732,2,1,0,[0.6832022],0
13883,661,934,1,1,0,[0.59810966],0
13884,34,95,1,1,0,[0.8137393],1
13885,119,475,2,1,0,[0.7287734],0
13886,854,905,1,1,0,[0.61780596],0
13887,437,912,2,2,1,[0.8489972],1
13888,285,762,1,2,0,[0.7574347],0
13889,205,727,2,2,0,[0.75468624],0
13890,903,942,2,2,0,[0.54040235],0
13891,395,975,2,2,0,[0.5166207],0
13892,235,769,2,1,0,[0.7593428],0
13893,162,227,1,2,1,[0.75440377],0
13894,26,263,1,2,1,[0.82070225],1
13895,921,1015,1,1,0,[0.6367665],0
13896,657,732,1,1,1,[0.57629734],0
13897,115,638,2,2,1,[0.8687498],1
13898,558,767,2,2,1,[0.74622035],0
13899,128,202,2,2,1,[0.81644624],1
13900,36,235,2,2,1,[0.82840437],1
13901,132,867,1,1,0,[0.6912733],0
13902,519,888,1,2,1,[0.76494604],0
13903,316,641,1,1,0,[0.76529783],0
13904,603,1001,1,1,0,[0.6226766],0
13905,750,1035,2,2,0,[0.6794296],0
13906,122,270,2,2,1,[0.88722944],1
13907,334,386,1,1,1,[0.85449344],1
13908,376,617,2,2,0,[0.7846573],1
13909,21,228,2,2,1,[0.82482255],1
13910,249,697,2,1,0,[0.69916207],0
13911,16,452,2,1,0,[0.8587328],1
13912,174,699,2,1,0,[0.66134137],0
13913,167,484,1,1,0,[0.75781935],0
13914,432,475,1,1,1,[0.6398007],0
13915,829,957,1,1,1,[0.53516],0
13916,160,885,2,1,0,[0.70403004],0
13917,687,723,2,1,1,[0.7057761],0
13918,231,355,1,1,1,[0.85040945],1
13919,174,754,2,2,0,[0.65736383],0
13920,421,787,2,1,0,[0.73676765],0
13921,84,215,1,1,1,[0.7613057],0
13922,131,526,2,1,0,[0.8538708],1
13923,5,520,2,2,1,[0.78179675],1
13924,207,224,1,2,1,[0.84109205],1
